          Alpha           Beta         Energy       Variance  Mean Distance          Omega Accepted configs (%)
            0.8           0.62      0.0962816     0.00138481        19.0472           0.01       0.630843
            0.8           0.64      0.0968013     0.00143727        18.9534           0.01        0.63094
            0.8           0.66      0.0967664     0.00147109        18.9836           0.01       0.631207
            0.8           0.68      0.0965327     0.00148066        19.0682           0.01        0.63087
           0.82            0.2      0.0882394    0.000428003        21.1239           0.01       0.636214
           0.82           0.22       0.089368     0.00050644        20.7104           0.01         0.6366
           0.82           0.24      0.0903205    0.000580401        20.4128           0.01       0.636753
           0.82           0.26      0.0909213    0.000634758        20.2152           0.01       0.635936
           0.82           0.28      0.0914906    0.000703393        20.1255           0.01       0.636828
           0.82            0.3      0.0920598    0.000763011        19.9257           0.01       0.635538
           0.82           0.32      0.0927166    0.000821822        19.7292           0.01       0.635017
           0.82           0.34      0.0931634    0.000882805        19.6624           0.01       0.634654
           0.82           0.36      0.0935524    0.000919496        19.5484           0.01       0.634337
           0.82           0.38      0.0940435    0.000973773        19.4091           0.01       0.633629
           0.82            0.4      0.0944297     0.00103534        19.3129           0.01       0.634525
           0.82           0.42      0.0946674     0.00108329        19.2693           0.01       0.632825
           0.82           0.44      0.0949193     0.00112459        19.2633           0.01       0.632672
           0.82           0.46      0.0953171      0.0011781        19.1322           0.01        0.63362
           0.82           0.48      0.0957374       0.001211        19.0444           0.01       0.632953
           0.82            0.5      0.0960378     0.00126356        18.9834           0.01       0.633199
           0.82           0.52      0.0961309     0.00130394        19.0223           0.01       0.631213
           0.82           0.54      0.0962863     0.00131648        18.9454           0.01       0.632602
           0.82           0.56      0.0965858     0.00136646        18.8741           0.01       0.632331
           0.82           0.58      0.0965483     0.00139867        18.9197           0.01       0.631251
           0.82            0.6      0.0965217     0.00138495        18.9039           0.01       0.632289
           0.82           0.62      0.0966033     0.00142444        18.9403           0.01       0.631087
           0.82           0.64      0.0969401     0.00144997        18.8234           0.01       0.631416
           0.82           0.66      0.0972767       0.001506        18.7914           0.01       0.631562
           0.82           0.68      0.0971284     0.00151293        18.7959           0.01       0.630614
           0.84            0.2      0.0886668    0.000449271        20.8802           0.01       0.637655
           0.84           0.22      0.0897075    0.000521062        20.5326           0.01       0.637428
           0.84           0.24        0.09041    0.000587463        20.3067           0.01        0.63704
           0.84           0.26      0.0913554    0.000661855        20.0061           0.01       0.635541
           0.84           0.28      0.0918129    0.000718474        19.8897           0.01       0.635491
           0.84            0.3        0.09259    0.000781278        19.6697           0.01       0.635335
           0.84           0.32      0.0932465    0.000847772        19.4744           0.01       0.634964
           0.84           0.34      0.0936288    0.000903538        19.4028           0.01       0.634259
           0.84           0.36      0.0940155    0.000957922        19.3356           0.01       0.634236
           0.84           0.38      0.0943173    0.000998895        19.2322           0.01       0.634142
           0.84            0.4      0.0949285     0.00106483        19.1199           0.01       0.633012
           0.84           0.42      0.0954137     0.00112867        19.0163           0.01       0.633195
           0.84           0.44       0.095191      0.0011421        19.0893           0.01       0.633145
           0.84           0.46      0.0959595      0.0012085        18.8818           0.01       0.632355
           0.84           0.48      0.0959873     0.00125228        18.9308           0.01       0.632771
           0.84            0.5      0.0963184     0.00126043        18.8067           0.01       0.632773
           0.84           0.52      0.0966201     0.00133815        18.7522           0.01       0.632491
           0.84           0.54      0.0969366     0.00136463        18.6661           0.01       0.632935
           0.84           0.56      0.0972518     0.00143643        18.6333           0.01       0.632195
           0.84           0.58      0.0972688     0.00143841        18.6709           0.01       0.632213
           0.84            0.6      0.0969011     0.00144071        18.7678           0.01       0.631125
           0.84           0.62      0.0975982     0.00149651         18.577           0.01       0.631667
           0.84           0.64      0.0975423     0.00150875        18.5701           0.01        0.63177
           0.84           0.66      0.0976691     0.00155447        18.6085           0.01       0.631032
           0.84           0.68      0.0977067     0.00156532        18.5563           0.01       0.631399
           0.86            0.2      0.0892732    0.000464783        20.5215           0.01       0.637504
           0.86           0.22      0.0901466    0.000541284         20.286           0.01       0.636744
           0.86           0.24      0.0910713    0.000614843        19.9987           0.01         0.6368
           0.86           0.26      0.0917228    0.000672714        19.7991           0.01       0.636098
           0.86           0.28      0.0922467     0.00074109         19.667           0.01       0.635142
           0.86            0.3      0.0930396    0.000812346        19.4557           0.01       0.635362
           0.86           0.32      0.0936029     0.00088754        19.3389           0.01        0.63519
           0.86           0.34      0.0943859    0.000946374         19.108           0.01        0.63452
           0.86           0.36      0.0947906      0.0010029        19.0281           0.01       0.634993
           0.86           0.38      0.0952357     0.00105324        18.9178           0.01        0.63448
           0.86            0.4      0.0952783     0.00109048        18.9353           0.01       0.633831
           0.86           0.42      0.0961166     0.00116043        18.7128           0.01        0.63381
           0.86           0.44      0.0959964     0.00118435        18.7591           0.01       0.633494
           0.86           0.46      0.0960726     0.00121165        18.7722           0.01       0.632645
           0.86           0.48      0.0965204     0.00128178        18.6888           0.01       0.632842
           0.86            0.5      0.0969518     0.00133222        18.5878           0.01       0.632629
           0.86           0.52      0.0974676     0.00138112        18.4605           0.01       0.632233
           0.86           0.54      0.0974547     0.00140487        18.4928           0.01       0.632391
           0.86           0.56      0.0976623     0.00144457        18.4788           0.01       0.631961
           0.86           0.58      0.0977979     0.00147209        18.4125           0.01       0.631885
           0.86            0.6      0.0976284     0.00149333        18.4911           0.01       0.631377
           0.86           0.62      0.0977588     0.00150724        18.4732           0.01       0.632086
           0.86           0.64      0.0980767     0.00156532         18.412           0.01        0.63162
           0.86           0.66      0.0982613     0.00158564        18.3641           0.01       0.631392
           0.86           0.68      0.0984533     0.00163442        18.3457           0.01       0.631464
           0.88            0.2      0.0894881    0.000482164        20.4156           0.01       0.637216
           0.88           0.22      0.0905123    0.000555443        20.0671           0.01       0.636917
           0.88           0.24      0.0913771    0.000622621        19.7804           0.01       0.636496
           0.88           0.26      0.0920118    0.000694037        19.6481           0.01       0.635846
           0.88           0.28      0.0929896    0.000775469        19.3714           0.01       0.636717
           0.88            0.3      0.0935564     0.00083551        19.2161           0.01       0.635557
           0.88           0.32      0.0943614    0.000908881        19.0183           0.01       0.634637
           0.88           0.34      0.0945582    0.000958623        19.0038           0.01       0.634564
           0.88           0.36      0.0952224     0.00101768        18.8261           0.01        0.63424
           0.88           0.38      0.0953525     0.00105233         18.811           0.01       0.634129
           0.88            0.4      0.0959123     0.00111393        18.6733           0.01       0.634292
           0.88           0.42      0.0964979     0.00117817        18.5379           0.01       0.632902
           0.88           0.44      0.0967627     0.00124432        18.5387           0.01       0.633292
           0.88           0.46      0.0973579     0.00131758        18.4089           0.01       0.633662
           0.88           0.48      0.0974083     0.00131683        18.3551           0.01       0.633049
           0.88            0.5      0.0976556     0.00136804        18.3376           0.01       0.632562
           0.88           0.52      0.0977987     0.00139673        18.3144           0.01       0.632889
           0.88           0.54      0.0977903     0.00144944        18.3433           0.01       0.632636
           0.88           0.56      0.0981195      0.0014562        18.2532           0.01       0.631628
           0.88           0.58      0.0982781     0.00149678        18.2495           0.01       0.632188
           0.88            0.6      0.0984282     0.00154864        18.2386           0.01       0.631596
           0.88           0.62      0.0987426     0.00157255        18.1465           0.01       0.631325
           0.88           0.64      0.0989317      0.0016085        18.1357           0.01       0.630987
           0.88           0.66      0.0986311       0.001594        18.1943           0.01       0.630962
           0.88           0.68      0.0990666     0.00166435        18.1097           0.01       0.630848
            0.9            0.2      0.0898673    0.000493435        20.1721           0.01       0.637558
            0.9           0.22      0.0909385    0.000570124        19.8442           0.01       0.636784
            0.9           0.24      0.0918645    0.000648572        19.5871           0.01       0.637405
            0.9           0.26      0.0925975    0.000715934        19.3794           0.01       0.636247
            0.9           0.28      0.0937126    0.000803855        19.0976           0.01       0.636862
            0.9            0.3       0.093818    0.000867899        19.1275           0.01       0.635187
            0.9           0.32      0.0944648    0.000934438        18.9481           0.01       0.635327
            0.9           0.34      0.0954843      0.0010114        18.6858           0.01        0.63528
            0.9           0.36      0.0958194     0.00106164        18.6513           0.01       0.633682
            0.9           0.38      0.0960468     0.00111127        18.6026           0.01       0.634859
            0.9            0.4      0.0966284     0.00116792        18.4362           0.01       0.634692
            0.9           0.42      0.0970871     0.00121521        18.3265           0.01       0.633737
            0.9           0.44      0.0974625     0.00126522        18.2774           0.01       0.634307
            0.9           0.46      0.0978696     0.00134863        18.2267           0.01       0.633295
            0.9           0.48      0.0976902     0.00135324        18.2581           0.01        0.63335
            0.9            0.5      0.0978883      0.0013751        18.2107           0.01       0.632292
            0.9           0.52       0.098259     0.00143486        18.1735           0.01       0.632285
            0.9           0.54      0.0983789     0.00146033        18.1267           0.01       0.632538
            0.9           0.56      0.0989002     0.00152239        18.0432           0.01       0.631925
            0.9           0.58      0.0988642      0.0015713         18.083           0.01       0.631875
            0.9            0.6      0.0990778     0.00157851        18.0258           0.01       0.631547
            0.9           0.62      0.0988813     0.00158263         18.068           0.01       0.631605
            0.9           0.64      0.0993247      0.0016491          17.99           0.01       0.631568
            0.9           0.66      0.0996208     0.00165961        17.8987           0.01       0.631366
            0.9           0.68      0.0997214     0.00171481        17.9066           0.01       0.631565
           0.92            0.2      0.0903423    0.000515167        19.9561           0.01       0.637563
           0.92           0.22      0.0915485    0.000595894        19.5932           0.01       0.637066
           0.92           0.24      0.0922734    0.000666116        19.3922           0.01        0.63591
           0.92           0.26      0.0931921    0.000743194        19.1472           0.01       0.636352
           0.92           0.28      0.0939414    0.000828854         18.994           0.01       0.635675
           0.92            0.3      0.0947335    0.000890872        18.7468           0.01        0.63473
           0.92           0.32      0.0953187    0.000969718        18.6407           0.01       0.635196
           0.92           0.34      0.0957875     0.00101427        18.5244           0.01       0.634905
           0.92           0.36      0.0960234     0.00106849        18.4892           0.01       0.634839
           0.92           0.38      0.0965396      0.0011373        18.4061           0.01       0.634313
           0.92            0.4      0.0969217     0.00118618        18.3307           0.01       0.633507
           0.92           0.42      0.0973264     0.00125075         18.276           0.01       0.634008
           0.92           0.44      0.0980838     0.00131376        18.1021           0.01       0.633131
           0.92           0.46       0.097998     0.00134215        18.1078           0.01       0.633114
           0.92           0.48      0.0981996      0.0013719         18.082           0.01       0.632911
           0.92            0.5      0.0988516     0.00147649         17.978           0.01       0.632545
           0.92           0.52      0.0988996     0.00146485        17.9658           0.01       0.632049
           0.92           0.54      0.0988318     0.00150999        17.9917           0.01       0.631934
           0.92           0.56      0.0989932     0.00152576        17.9262           0.01       0.631616
           0.92           0.58      0.0994267     0.00157387          17.86           0.01        0.63297
           0.92            0.6      0.0996452     0.00162629        17.8273           0.01       0.631229
           0.92           0.62      0.0996282     0.00164251        17.8422           0.01       0.632276
           0.92           0.64      0.0998341     0.00168328        17.8165           0.01       0.631271
           0.92           0.66      0.0999695     0.00171082        17.7792           0.01       0.630953
           0.92           0.68       0.100445     0.00175821        17.6742           0.01       0.631857
           0.94            0.2      0.0907349    0.000523477        19.7536           0.01       0.637567
           0.94           0.22      0.0916669    0.000606139        19.4934           0.01       0.636924
           0.94           0.24      0.0930964    0.000703112        19.1032           0.01       0.636836
           0.94           0.26      0.0936932    0.000766386         18.953           0.01       0.636003
           0.94           0.28      0.0942291    0.000835772        18.8141           0.01       0.635681
           0.94            0.3      0.0952334    0.000918164        18.5834           0.01       0.635448
           0.94           0.32      0.0956707    0.000983569        18.5201           0.01       0.636045
           0.94           0.34       0.096221     0.00104002        18.3768           0.01       0.634315
           0.94           0.36      0.0968052     0.00110704        18.2635           0.01       0.633869
           0.94           0.38      0.0971596     0.00118009         18.229           0.01       0.634399
           0.94            0.4      0.0978086     0.00124338        18.0574           0.01       0.633837
           0.94           0.42      0.0978359      0.0012764        18.0648           0.01       0.633329
           0.94           0.44      0.0981771     0.00132068        18.0061           0.01       0.632853
           0.94           0.46      0.0985825     0.00139121        17.9529           0.01       0.633218
           0.94           0.48      0.0988188     0.00141925        17.8874           0.01       0.632455
           0.94            0.5      0.0990212     0.00144992         17.853           0.01       0.633297
           0.94           0.52      0.0993606     0.00150471        17.8102           0.01        0.63234
           0.94           0.54      0.0996931     0.00157883        17.7375           0.01       0.632286
           0.94           0.56      0.0999378     0.00157948         17.692           0.01       0.632823
           0.94           0.58       0.100149     0.00162048        17.6407           0.01       0.632413
           0.94            0.6      0.0998725     0.00163942        17.7319           0.01       0.631436
           0.94           0.62       0.100674     0.00175835        17.5933           0.01       0.631757
           0.94           0.64       0.100652     0.00175875        17.5828           0.01       0.631611
           0.94           0.66        0.10082     0.00177579        17.5591           0.01       0.631227
           0.94           0.68       0.100893      0.0017829        17.5282           0.01       0.630793
           0.96            0.2      0.0910985    0.000543955        19.6004           0.01       0.636998
           0.96           0.22      0.0924876    0.000637505        19.2087           0.01       0.637273
           0.96           0.24      0.0931901    0.000704912        19.0154           0.01       0.637008
           0.96           0.26      0.0942204    0.000797511        18.7794           0.01       0.636359
           0.96           0.28      0.0949875    0.000868133        18.5828           0.01       0.635363
           0.96            0.3      0.0955716    0.000941125        18.4531           0.01       0.635762
           0.96           0.32      0.0963894     0.00100739        18.2421           0.01       0.635511
           0.96           0.34      0.0967092     0.00107261        18.2098           0.01       0.634964
           0.96           0.36      0.0971761     0.00113526        18.1119           0.01        0.63533
           0.96           0.38        0.09771     0.00120642        18.0262           0.01       0.633734
           0.96            0.4      0.0983522     0.00127182         17.896           0.01       0.634359
           0.96           0.42      0.0984427      0.0013049        17.8825           0.01       0.633832
           0.96           0.44      0.0987305     0.00135846        17.8216           0.01       0.633729
           0.96           0.46       0.099129     0.00143735        17.7958           0.01       0.632957
           0.96           0.48      0.0995941     0.00145355        17.6479           0.01       0.633048
           0.96            0.5      0.0996219     0.00151152        17.6819           0.01       0.633316
           0.96           0.52       0.100013     0.00153212        17.5859           0.01        0.63153
           0.96           0.54       0.100348      0.0015992        17.5395           0.01       0.632306
           0.96           0.56       0.100178      0.0016126        17.5997           0.01       0.631719
           0.96           0.58       0.100549     0.00167896        17.5457           0.01       0.631665
           0.96            0.6       0.100997     0.00174176        17.4554           0.01       0.631807
           0.96           0.62       0.100996     0.00177543        17.4651           0.01       0.631674
           0.96           0.64        0.10141      0.0017933        17.3691           0.01       0.631087
           0.96           0.66       0.101447       0.001799         17.346           0.01       0.631209
           0.96           0.68       0.101584     0.00185401        17.3624           0.01       0.631097
           0.98            0.2      0.0918245    0.000574375        19.3465           0.01        0.63743
           0.98           0.22      0.0926081    0.000652137        19.1313           0.01       0.636796
           0.98           0.24      0.0936469    0.000730626         18.847           0.01       0.636666
           0.98           0.26      0.0945251    0.000803082        18.6208           0.01       0.636605
           0.98           0.28      0.0955408    0.000899906          18.41           0.01       0.636018
           0.98            0.3      0.0961534    0.000977798        18.2829           0.01        0.63594
           0.98           0.32      0.0969135     0.00104274        18.0931           0.01       0.634685
           0.98           0.34      0.0974519     0.00111431        17.9869           0.01       0.634564
           0.98           0.36      0.0979385     0.00118198        17.8991           0.01       0.633924
           0.98           0.38      0.0982312     0.00122468        17.8387           0.01        0.63489
           0.98            0.4       0.098499     0.00128073        17.7992           0.01       0.634576
           0.98           0.42      0.0990783      0.0013399        17.6934           0.01       0.633614
           0.98           0.44      0.0993918     0.00140369        17.6375           0.01       0.634019
           0.98           0.46       0.100155      0.0014808        17.4863           0.01       0.633544
           0.98           0.48       0.100206     0.00152277        17.5125           0.01       0.632692
           0.98            0.5       0.100567     0.00157637        17.4486           0.01       0.632823
           0.98           0.52       0.100617     0.00160623        17.4421           0.01       0.631781
           0.98           0.54       0.100899     0.00164109        17.3753           0.01       0.632395
           0.98           0.56       0.100925     0.00167648        17.4109           0.01       0.633086
           0.98           0.58       0.101311     0.00170715        17.3105           0.01       0.632128
           0.98            0.6       0.101801     0.00179274        17.2516           0.01       0.632609
           0.98           0.62       0.101797     0.00179864        17.2356           0.01       0.631622
           0.98           0.64       0.101833     0.00183009        17.2272           0.01       0.631855
           0.98           0.66       0.102041     0.00185801         17.211           0.01       0.630704
           0.98           0.68       0.102316     0.00191414        17.1546           0.01       0.631029
